Year,GeoAreaName,Type of occupation,Value
2015,Greece,NURSMID,34.53
2015,Greece,PHAR,10.46
2015,Greece,DENT,12.31
2015,Greece,PHYS,59.10
2016,Greece,NURSMID,35.09
2016,Greece,PHYS,61.37
2016,Greece,DENT,12.30
2016,Greece,PHAR,10.51
2017,Greece,PHAR,10.52
2017,Greece,DENT,12.40
2017,Greece,PHYS,61.02
2017,Greece,NURSMID,35.91
2018,Greece,DENT,12.51
2018,Greece,PHAR,10.28
2018,Greece,NURSMID,36.63
2018,Greece,PHYS,61.61
2019,Greece,PHAR,10.77
2019,Greece,DENT,12.73
2019,Greece,PHYS,62.47
2019,Greece,NURSMID,36.98
2020,Greece,PHYS,63.06
2020,Greece,DENT,13.00
2020,Greece,PHAR,10.86
2000,Hungary,PHYS,26.85
2000,Hungary,PHAR,4.81
2000,Hungary,NURSMID,54.88
2000,Hungary,DENT,3.24
2001,Hungary,NURSMID,57.25
2001,Hungary,PHYS,28.93
2001,Hungary,PHAR,4.94
2001,Hungary,DENT,3.58
2002,Hungary,PHYS,31.98
2002,Hungary,NURSMID,58.92
2002,Hungary,DENT,4.77
2002,Hungary,PHAR,5.00
2003,Hungary,PHAR,5.07
2003,Hungary,DENT,5.29
2003,Hungary,NURSMID,59.78
2003,Hungary,PHYS,32.51
2004,Hungary,PHYS,33.41
2004,Hungary,NURSMID,59.80
2004,Hungary,DENT,5.10
2004,Hungary,PHAR,5.11
2005,Hungary,PHAR,5.27
2005,Hungary,DENT,4.48
2005,Hungary,NURSMID,61.54
2005,Hungary,PHYS,27.85
2006,Hungary,PHAR,5.33
2006,Hungary,PHYS,30.40
2006,Hungary,NURSMID,64.02
2006,Hungary,DENT,4.97
2007,Hungary,PHAR,5.46
2007,Hungary,NURSMID,61.18
2007,Hungary,DENT,4.00
2007,Hungary,PHYS,28.07
2008,Hungary,PHYS,30.95
2008,Hungary,DENT,5.05
2008,Hungary,NURSMID,63.29
2008,Hungary,PHAR,5.76
2009,Hungary,DENT,4.92
2009,Hungary,PHYS,30.25
2009,Hungary,PHAR,5.73
2009,Hungary,NURSMID,63.93
2010,Hungary,PHYS,28.72
2010,Hungary,DENT,5.26
2010,Hungary,NURSMID,63.92
2010,Hungary,PHAR,5.83
2011,Hungary,PHAR,5.77
2011,Hungary,NURSMID,63.96
2011,Hungary,DENT,5.26
2011,Hungary,PHYS,29.64
2012,Hungary,DENT,5.65
2012,Hungary,NURSMID,64.96
2012,Hungary,PHAR,5.73
2012,Hungary,PHYS,30.88
2013,Hungary,PHAR,7.60
2013,Hungary,NURSMID,65.96
2013,Hungary,DENT,6.03
2013,Hungary,PHYS,32.09
2014,Hungary,PHYS,33.23
2014,Hungary,DENT,6.29
2014,Hungary,NURSMID,65.83
2014,Hungary,PHAR,7.70
2015,Hungary,PHAR,7.15
2015,Hungary,NURSMID,66.40
2015,Hungary,DENT,6.03
2015,Hungary,PHYS,30.97
2016,Hungary,PHYS,32.11
2016,Hungary,DENT,6.20
2016,Hungary,NURSMID,66.01
2016,Hungary,PHAR,7.49
2017,Hungary,PHYS,33.25
2017,Hungary,PHAR,7.72
2017,Hungary,NURSMID,67.63
2017,Hungary,DENT,6.73
2018,Hungary,PHYS,33.84
2018,Hungary,DENT,7.03
2018,Hungary,NURSMID,68.67
2018,Hungary,PHAR,8.02
2019,Hungary,PHAR,8.31
2019,Hungary,NURSMID,68.58
2019,Hungary,DENT,7.31
2019,Hungary,PHYS,34.93
2020,Hungary,NURSMID,68.18
2020,Hungary,PHAR,7.84
2020,Hungary,PHYS,31.39
2020,Hungary,DENT,6.75
2021,Hungary,NURSMID,66.04
2021,Hungary,PHYS,32.91
2000,Iceland,PHYS,34.39
2000,Iceland,DENT,10.05
2000,Iceland,NURSMID,139.75
2000,Iceland,PHAR,9.59
2001,Iceland,PHYS,34.71
2001,Iceland,PHAR,9.89
2001,Iceland,NURSMID,138.99
2001,Iceland,DENT,9.99
2002,Iceland,PHYS,35.75
2002,Iceland,DENT,10.01
2002,Iceland,NURSMID,139.82
2002,Iceland,PHAR,10.84
2003,Iceland,PHAR,10.94
2003,Iceland,DENT,9.94
2003,Iceland,NURSMID,143.69
2003,Iceland,PHYS,36.13
2004,Iceland,PHAR,10.98
2004,Iceland,DENT,9.82
2004,Iceland,NURSMID,144.43
2004,Iceland,PHYS,36.12
2005,Iceland,DENT,9.73
2005,Iceland,PHAR,11.18
2005,Iceland,PHYS,36.09
2005,Iceland,NURSMID,147.41
2006,Iceland,NURSMID,144.92
2006,Iceland,PHYS,36.01
2006,Iceland,DENT,9.41
2006,Iceland,PHAR,11.35
2007,Iceland,PHYS,36.10
2007,Iceland,DENT,9.43
2007,Iceland,NURSMID,147.68
2007,Iceland,PHAR,5.13
2008,Iceland,NURSMID,156.63
2008,Iceland,DENT,9.47
2008,Iceland,PHYS,36.39
2008,Iceland,PHAR,5.16
2009,Iceland,PHYS,36.45
2009,Iceland,PHAR,5.11
2009,Iceland,DENT,9.22
2009,Iceland,NURSMID,160.63
2010,Iceland,NURSMID,153.16
2010,Iceland,DENT,9.39
2010,Iceland,PHAR,4.87
2010,Iceland,PHYS,35.88
2011,Iceland,PHYS,35.01
2011,Iceland,PHAR,4.92
2011,Iceland,DENT,8.86
2011,Iceland,NURSMID,156.78
2012,Iceland,PHYS,35.58
2012,Iceland,NURSMID,159.47
2012,Iceland,DENT,8.41
2012,Iceland,PHAR,4.64
2013,Iceland,PHYS,36.05
2013,Iceland,PHAR,4.72
2013,Iceland,DENT,8.40
2013,Iceland,NURSMID,162.56
2014,Iceland,NURSMID,161.45
2014,Iceland,PHAR,4.67
2014,Iceland,PHYS,36.42
2014,Iceland,DENT,8.36
2015,Iceland,DENT,8.40
2015,Iceland,NURSMID,162.70
2015,Iceland,PHYS,37.72
2015,Iceland,PHAR,4.83
2016,Iceland,NURSMID,149.99
2016,Iceland,DENT,8.28
2016,Iceland,PHAR,4.95
2016,Iceland,PHYS,38.49
2017,Iceland,PHAR,4.98
2017,Iceland,DENT,8.12
2017,Iceland,NURSMID,152.88
2017,Iceland,PHYS,38.71
2018,Iceland,NURSMID,154.69
2018,Iceland,DENT,8.19
2018,Iceland,PHAR,5.16
2018,Iceland,PHYS,38.91
2019,Iceland,DENT,7.90
2019,Iceland,NURSMID,161.50
2019,Iceland,PHAR,5.38
2019,Iceland,PHYS,38.91
2020,Iceland,NURSMID,163.35
2020,Iceland,DENT,7.91
2020,Iceland,PHAR,5.67
2000,Ireland,DENT,5.04
2000,Ireland,PHYS,22.39
2000,Ireland,NURSMID,140.81
2000,Ireland,PHAR,8.08
2001,Ireland,DENT,5.24
2001,Ireland,PHAR,8.27
2001,Ireland,NURSMID,149.02
2001,Ireland,PHYS,23.94
2002,Ireland,NURSMID,154.29
2002,Ireland,PHAR,8.07
2002,Ireland,PHYS,24.25
2002,Ireland,DENT,5.40
2003,Ireland,PHAR,8.55
2003,Ireland,NURSMID,148.99
2003,Ireland,DENT,5.48
2003,Ireland,PHYS,25.94
2004,Ireland,PHAR,8.84
2004,Ireland,PHYS,27.63
2004,Ireland,NURSMID,124.50
2004,Ireland,DENT,5.55
2005,Ireland,DENT,5.65
2005,Ireland,NURSMID,123.27
2005,Ireland,PHYS,35.60
2005,Ireland,PHAR,9.22
2006,Ireland,PHYS,36.60
2006,Ireland,PHAR,9.70
2006,Ireland,NURSMID,126.57
2006,Ireland,DENT,5.70
2007,Ireland,NURSMID,137.56
2007,Ireland,PHAR,10.26
2007,Ireland,PHYS,38.67
2007,Ireland,DENT,5.82
2008,Ireland,DENT,6.10
2008,Ireland,PHYS,39.81
2008,Ireland,PHAR,10.03
2008,Ireland,NURSMID,136.67
2009,Ireland,NURSMID,130.28
2009,Ireland,PHAR,9.89
2009,Ireland,PHYS,40.34
2009,Ireland,DENT,6.01
2010,Ireland,DENT,6.01
2010,Ireland,PHYS,41.60
2010,Ireland,NURSMID,135.54
2010,Ireland,PHAR,10.09
2011,Ireland,DENT,5.87
2011,Ireland,NURSMID,135.02
2011,Ireland,PHYS,41.36
2011,Ireland,PHAR,10.55
2012,Ireland,DENT,5.83
2012,Ireland,PHAR,10.96
2012,Ireland,NURSMID,130.84
2012,Ireland,PHYS,39.80
2013,Ireland,PHYS,39.58
2013,Ireland,NURSMID,126.50
2013,Ireland,PHAR,11.43
2013,Ireland,DENT,5.77
2014,Ireland,NURSMID,122.72
2014,Ireland,PHYS,30.35
2014,Ireland,DENT,5.97
2014,Ireland,PHAR,11.77
2015,Ireland,PHYS,31.43
2015,Ireland,NURSMID,124.42
2015,Ireland,PHAR,12.10
2015,Ireland,DENT,6.06
2016,Ireland,DENT,6.25
2016,Ireland,PHAR,12.53
2016,Ireland,PHYS,32.19
2016,Ireland,NURSMID,116.58
2017,Ireland,NURSMID,144.85
2017,Ireland,PHAR,12.78
2017,Ireland,DENT,6.52
2017,Ireland,PHYS,32.82
2018,Ireland,DENT,6.65
2018,Ireland,PHAR,12.92
2018,Ireland,NURSMID,129.69
2018,Ireland,PHYS,33.02
2019,Ireland,PHYS,33.43
2019,Ireland,NURSMID,155.97
2019,Ireland,PHAR,10.82
2019,Ireland,DENT,6.83
2019,Netherlands,PHYS,37.51
2020,Netherlands,PHYS,38.36
2020,Netherlands,PHAR,2.17
2020,Netherlands,DENT,5.67
2020,Netherlands,NURSMID,113.31
2020,Ireland,DENT,6.66
2020,Ireland,PHAR,13.68
2020,Ireland,NURSMID,184.26
2020,Ireland,PHYS,34.84
2021,Ireland,PHYS,40.62
2021,Ireland,NURSMID,148.95
2021,Ireland,DENT,6.64
2013,Tajikistan,NURSMID,44.30
2013,Tajikistan,DENT,1.60
2014,Tajikistan,DENT,1.55
2014,Tajikistan,NURSMID,47.12
2014,Tajikistan,PHYS,17.08
2014,Tajikistan,PHYS,17.08
